GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
TestDataMT - Collection Utilities/testdatamt-util,de.befrish.testdatamt.util,Assert,62,0,6,0,23,0,6,0,3,0
